Name,summary,Wikipedia Page
Ub Iwerks,"Ubbe Ert Iwerks (March 24, 1901 – July 7, 1971), known as Ub Iwerks ( UB EYE-wurks), was an American animator, cartoonist, character designer, inventor, and special effects technician, known for his work with Walt Disney Animation Studios in general, and for having worked on the development of the design of the character of Mickey Mouse, among others. Born in Kansas City, Missouri, Iwerks grew up with a contentious relationship with his father, who abandoned him as a child. Iwerks met fellow artist Walt Disney while working at a Kansas City art studio in 1919. 
After briefly working as illustrators for a local newspaper company, Disney and Iwerks ventured into animation together. Iwerks joined Disney as chief animator on the Laugh-O-Gram shorts series beginning in 1922, but a studio bankruptcy would cause Disney to relocate to Los Angeles in 1923. In the new studio, Iwerks continued to work with Disney on the Alice Comedies as well as the creation of the Oswald the Lucky Rabbit character. Following the first Oswald short, both Universal Pictures and the Winkler Pictures production company insisted that the Oswald character be redesigned. At the insistence of Disney, Iwerks designed a number of new characters for the studio, including designs that would be used for Clarabelle Cow and Horace Horsecollar.
One of Iwerks' most long-lasting contributions to animation was a refined version of a sketch drawn by Disney that would later go on to become Mickey Mouse. Iwerks went on to do much of the animation for the early Mickey Mouse and Silly Symphony cartoons, including Steamboat Willie, The Skeleton Dance and The Haunted House, before a fallout with Disney led to Iwerks' resignation from the studio in January 1930. Iwerks' final Mickey Mouse cartoon would be 1930's The Cactus Kid. Following his separation with Disney, Iwerks, operating under Iwerks Studio, would go on to create the characters Flip the Frog and Willie Whopper along with the ComiColor Cartoons series as part of a contract with Metro-Goldwyn-Mayer, but the new studio failed to rival its competitors. Iwerks would go on to direct two Looney Tunes cartoon shorts for Leon Schlesinger Productions and several Color Rhapsody cartoons for Screen Gems before joining Disney again in 1940, after which he worked with special visual effects on productions such as 1946's Song of the South.
Iwerks had two children, Donald Warren Iwerks and David Lee Iwerks, both born with his partner Mildred Sarah Henderson. Iwerks died of a heart attack in Burbank, California, in 1971 at age 70. Iwerks was posthumously named a Disney Legend in 1989. His likeness has been featured in his granddaughter Leslie Iwerks' 1999 documentary The Hand Behind the Mouse: The Ub Iwerks Story as well as the 2014 feature film Walt Before Mickey, in which he is portrayed by Armando Gutierrez. Iwerks received three nominations at the Academy Awards, for which he won one. He also posthumously received the Winsor McCay Award at the 1978 Annie Awards and the Hall of Fame award at the 2017 Visual Effects Society Awards.",https://en.wikipedia.org/wiki/Ub_Iwerks
Charles G. Clarke,"Charles G. Clarke ASC (March 10, 1899 – July 1, 1983) was an American cinematographer who worked in Hollywood for over 40 years and was treasurer and president (twice: 1948–50 and 1951–53) of the American Society of Cinematographers.

",https://en.wikipedia.org/wiki/Charles_G._Clarke
Daniel J. Bloomberg,"Daniel J. Bloomberg (July 4, 1905 – August 14, 1984) was an Academy Award-winning audio engineer. Bloomberg's first Hollywood credit was in 1934, his last his Oscar-nominated work on John Ford’s The Quiet Man 18 years later. In the intervening time, he worked on several films in the Dick Tracy and Zorro series.
Although his work was mainly confined to B pictures, Bloomberg did enjoy the distinction of winning five technical awards from the Academy, as well as eight Academy Award nominations. He also won an Honorary Award in 1945 for designing and building a musical scoring auditorium with state-of-the-art acoustics.
Bloomberg was married to award-winning British actress and beauty queen  Eugenie Prescott Bloomberg (born: 1909, Cheshire, England, UK) whose film credits include  The Rising Generation (1928), The Flying Squad (1929) and Diggers (1931).",https://en.wikipedia.org/wiki/Daniel_J._Bloomberg
Dennis Muren,"Dennis Muren, A.S.C (born November 1, 1946) is an American film visual effects artist and supervisor. He has worked on the films of George Lucas, Steven Spielberg, and James Cameron, among others, and has won nine Oscars in total: eight for Best Visual Effects and a Technical Achievement Academy Award. The Visual Effects Society has called him ""a perpetual student, teacher, innovator, and mentor.""He has been identified as ""a pioneer in bringing a new wave of visual effects films to the public, opening the doors for screenwriters and directors to tell stories never before possible with a new realism through the use of his skills in cinematic arts and advanced technologies.""According to Spielberg, Muren ""set the example at Industrial Light & Magic for visual effects excellence with effects that add strong, appropriate emotion to a shot and fit seamlessly into a movie.""",https://en.wikipedia.org/wiki/Dennis_Muren
Ray Dolby,"Ray Milton Dolby Hon OBE, HonFREng (; January 18, 1933 – September 12, 2013) was an American engineer and inventor of the noise reduction system known as Dolby NR. He helped develop the video tape recorder while at Ampex and was the founder of Dolby Laboratories.",https://en.wikipedia.org/wiki/Ray_Dolby
Ray Dolby,"Ray Milton Dolby Hon OBE, HonFREng (; January 18, 1933 – September 12, 2013) was an American engineer and inventor of the noise reduction system known as Dolby NR. He helped develop the video tape recorder while at Ampex and was the founder of Dolby Laboratories.",https://en.wikipedia.org/wiki/Ray_Dolby
Horst Burbulla,Horst Burbulla (* 1959 in Poland) is an Oscar-winning German inventor and entrepreneur.,https://en.wikipedia.org/wiki/Horst_Burbulla
Demetri Terzopoulos,"Demetri Terzopoulos  is a Greek-Canadian-American computer scientist and entrepreneur. He is currently a Distinguished Professor and Chancellor's Professor of Computer Science in the Henry Samueli School of Engineering and Applied Science at the University of California, Los Angeles, where he directs the UCLA Computer Graphics & Vision Laboratory.",https://en.wikipedia.org/wiki/Demetri_Terzopoulos
Arthur F. Turner,"Arthur F. Turner was president of the Optical Society of America in 1968. He is well known for his contributions to the field of optical thin-film coatings. He was awarded the Technical Oscar in 1959 for the Balcold projection mirror, and the Frederic Ives Medal in 1971.

",https://en.wikipedia.org/wiki/Arthur_F._Turner
Chadwell O'Connor,"Chadwell O'Connor (October 9, 1914 – September 5, 2007) was an American inventor and steam engine enthusiast. He is most remembered as the inventor of an improved fluid-damped tripod head, for which he won Academy Awards in 1975 and 1992.",https://en.wikipedia.org/wiki/Chadwell_O%27Connor
Henrik Wann Jensen,"Henrik Wann Jensen (born 1969 in Harlev, Jutland, Denmark) is a Danish computer graphics researcher. He is best known for developing the photon mapping technique as the subject of his PhD thesis, but has also done important research in simulating subsurface scattering and the sky.
He was awarded an Academy Award (Academy Award for Technical Achievement) in 2004 together with Stephen R. Marschner and Pat Hanrahan for pioneering research in simulating subsurface scattering of light in translucent materials as presented in their paper ""A Practical Model for Subsurface Light Transport."". The technique of simulating and scattering light on a subsurface are used by the major render engines used in the Computer Graphic industry like MentalRay or V-Ray.
He is a professor emeritus at the Computer Graphics Laboratory at University of California, San Diego and has engineering degrees from the Technical University of Denmark, where he received his PhD. He is also a part of a company Luxion which is focused on simulating physically accurate light properties on a 3D object.",https://en.wikipedia.org/wiki/Henrik_Wann_Jensen
John D. Lowry,"John D. Lowry (June 2, 1932 – January 21, 2012) was a Canadian film restoration expert and innovator who founded Lowry Digital Images in 1988. His film restoration company, headquartered in Burbank, California, has been credited with restoring, preserving, and, in many cases, saving early Hollywood films which may have otherwise deteriorated beyond retrieval. Lowry developed his own techniques and technology, called the Lowry Process, which, as defined by the Los Angeles Times reduces ""visual 'noise' in motion pictures"" which then makes it possible to undertake other forms of restoration, such as removing dirt and scratches, reducing flicker. and sharpening the quality of existing images. Lowry used his process to restore and preserve more than five hundred classic films, including Singin' in the Rain, Star Wars Episode IV: A New Hope, Casablanca, Snow White and the Seven Dwarfs, Raiders of the Lost Ark, Indiana Jones and the Temple of Doom, Indiana Jones and the Last Crusade, Bambi, Sunset Boulevard, and the James Bond film franchise.He was also the founder of TrioScopics 3D along with Ian Cavén, back in February 2007.

",https://en.wikipedia.org/wiki/John_D._Lowry
John M. Eargle,"John Morgan Eargle (6 January 1931 in Tulsa, Oklahoma – 9 May 2007 in Hollywood, California) was an Oscar- and Grammy-winning audio engineer and a musician (piano and church and theater organ).  He was the Chief Engineer for Delos International, author of seminal textbooks on audio, a consultant (and vice president of engineering) for 31 years at JBL, and past president and fellow of the Audio Engineering Society.Eargle and his colleague, Mark E. Engebretsen (born 1942), can be directly credited for the revolution in cinema sound reproduction after 1980.  They presented a paper to the Society of Motion Picture and Television Engineers demonstrating new concepts in cinema loudspeaker design.  This led directly to developments culminating in the THX sound system developed by Tomlinson Holman (born 1946).  The Academy of Motion Picture Arts and Sciences awarded the two, and a third colleague, D. B. (Don Broadus) Keele, Jr. (born 1940), a Scientific and Technical Award (a Technical Oscar) in 2001:

... for the concept, design and engineering of the modern constant-directivity, direct radiator style motion picture loudspeaker systems. The work of John M. Eargle, D.B. 'Don' Keele and Mark E. Engebretson has resulted in the over 20-year dominance of constant-directivity, direct radiator bass style cinema loudspeaker systems.",https://en.wikipedia.org/wiki/John_M._Eargle
Ken Perlin,"Kenneth H. Perlin is a professor in the Department of Computer Science at New York University, founding director of the Media Research Lab at NYU, director of the Future Reality Lab at NYU, and the Director of the Games for Learning Institute. He holds a BA. degree in Theoretical Mathematics from Harvard University (7/1979), a MS degree in Computer Science from the Courant Institute of Mathematical Sciences, New York University (6/1984), and a PhD degree in Computer Science from the same institution (2/1986). His research interests include graphics, animation, multimedia, and science education. He developed or was involved with the development of techniques such as Perlin noise, real-time interactive character animation, and computer-user interfaces. He is best known for the development of Perlin noise and Simplex noise, both of which are algorithms for realistic-looking Gradient noise.
He is a collaborator of the World Building Institute.",https://en.wikipedia.org/wiki/Ken_Perlin
Mark Serrurier,"Mark Serrurier (12 May 1904 in Pasadena, California – 14 February 1988) is the son of Dutch-born electrical engineer, Iwan Serrurier, who created the Moviola in 1924 which became the technology used for film editing. Mark was a graduate of Caltech and went on to work on designs for the Mt. Palomar 200 inch (5 m) Hale telescope. The pioneering truss design he invented for that instrument's massive tube structure (the ""Serrurier truss"") is still used today in large telescope designs. During World War II, Mark worked at the Jet Propulsion Laboratory testing jet aircraft engines. In 1942, Rolf Sabersky worked in mechanical design on the Southern California Cooperative Wind Tunnel under Serrurier and Hap Richards.
After the war in 1946 Mark took over as president of Moviola Co., his father Iwan’s company. Mark re-designed his fathers invention with many improvements and ran the company until he sold it in 1966. In 1979, Mark accepted a special Academy Award for Technical Achievement"" For the progressive development of the Moviola from the 1924 invention of his father, Iwan Serrurier, to the present Series 20 sophisticated film editing equipment"". He only accepted after insisting that his late father's name would also appear on the statue. The Oscar sat on Mark's kitchen table until his death from Alzheimer's disease on Valentine's Day 1988.
Mark Serrurier has a star on the Hollywood Walk of Fame for his contributions in Motion Pictures.

",https://en.wikipedia.org/wiki/Mark_Serrurier
Theo Wade Brown,"Theo Wade Brown (26 May 1950 – 30 April 2002) was an English carpenter, designer and engineer.
Brown was also a bon viveur, amateur musician and genuine eccentric. With his handlebar moustache and long red hair, he was an unmistakable figure.
Brown was a well-known member of the London film special effects community, and one of the core team at the Computer Film Company that won a Scientific and Technical Academy Award for developing digital film technology.
Brown later designed the Northlight film scanner for the Computer Film Company scanner division (now Filmlight), and was responsible not only for its remarkable engineering design, but also its 1920s-style marble and steel appearance—an artistic flourish that was characteristic of Brown's approach to life.
Brown suffered from bipolar disorder which led eventually to his death.
In 2010, he was posthumously awarded a Scientific and Technical Academy Award for his work at Filmlight on the Northlight scanner technology.",https://en.wikipedia.org/wiki/Theo_Wade_Brown
Citra Febrianti,"Citra Febrianti (born 22 February 1988) is an Indonesian weightlifter who won the silver medal at the 2012 Summer Olympics in the –53 kg category. She originally finished fourth, but was promoted to second after gold medallist Zulfiya Chinshanlo and bronze medallist Cristina Iovu were both disqualified.",https://en.wikipedia.org/wiki/Citra_Febrianti
Asteroid belt,"The asteroid belt is a torus-shaped region in the Solar System, centered on the Sun and roughly spanning the space between the orbits of the planets Jupiter and Mars. It contains a great many solid, irregularly shaped bodies called asteroids or minor planets. The identified objects are of many sizes, but much smaller than planets, and, on average, are about one million kilometers (or six hundred thousand miles) apart. This asteroid belt is also called the main asteroid belt or main belt to distinguish it from other asteroid populations in the Solar System.The asteroid belt is the smallest and innermost known circumstellar disc in the Solar System. Classes of small Solar System bodies in other regions are the near-Earth objects, the centaurs, the Kuiper belt objects, the scattered disc objects, the sednoids, and the Oort cloud objects. About 60% of the main belt mass is contained in the four largest asteroids: Ceres, Vesta, Pallas, and Hygiea. The total mass of the asteroid belt is estimated to be 3% that of the Moon.Ceres, the only object in the asteroid belt large enough to be a dwarf planet, is about 950 km in diameter, whereas Vesta, Pallas, and Hygiea have mean diameters less than 600 km. The remaining bodies range down to the size of a dust particle. The asteroid material is so thinly distributed that numerous uncrewed spacecraft have traversed it without incident. Nonetheless, collisions between large asteroids occur and can produce an asteroid family, whose members have similar orbital characteristics and compositions. Individual asteroids within the belt are categorized by their spectra, with most falling into three basic groups: carbonaceous (C-type), silicate (S-type), and metal-rich (M-type).
The asteroid belt formed from the primordial solar nebula as a group of planetesimals, the smaller precursors of the protoplanets. Between Mars and Jupiter, however, gravitational perturbations from Jupiter disrupted their accretion into a planet, imparting excess kinetic energy which shattered colliding planetesimals and most of the incipient protoplanets. As a result, 99.9% of the asteroid belt's original mass was lost in the first 100 million years of the Solar System's history. Some fragments eventually found their way into the inner Solar System, leading to meteorite impacts with the inner planets. Asteroid orbits continue to be appreciably perturbed whenever their period of revolution about the Sun forms an orbital resonance with Jupiter. At these orbital distances, a Kirkwood gap occurs as they are swept into other orbits.",https://en.wikipedia.org/wiki/Asteroid_belt
Matt Pharr,"Matt Pharr is an American computer graphics researcher and writer, and one of the primary originators of the physically based rendering process. His research focuses on rendering algorithms, graphics processing units, as well as scientific illustration and visualization.

",https://en.wikipedia.org/wiki/Matt_Pharr
Irwin Young,"Irwin W. Young (May 30, 1927 – January 20, 2022) was an American businessman. He was the chief executive of DuArt Film Laboratories, a film processing laboratory, for over 50 years. He helped Spike Lee, Michael Moore, and Frederick Wiseman in their early careers.In 2000, Young received the Gordon E. Sawyer Award from the Academy of Motion Picture Arts and Sciences.",https://en.wikipedia.org/wiki/Irwin_Young
Agnes von Kurowsky,"Agnes Hannah von Kurowsky Stanfield (January 5, 1892 – November 25, 1984) was an American nurse who inspired the character ""Catherine Barkley"" in Ernest Hemingway's 1929 novel A Farewell to Arms.
Kurowsky served as a nurse in an American Red Cross hospital in Milan during World War I. One of her patients was the 19-year-old Hemingway, who fell in love with her.  By the time of his release and return to the United States in January 1919, Kurowsky and Hemingway planned to marry within a few months in America. However, in a letter dated March 7, 1919, she wrote to Hemingway, who was living at his parents home in Oak Park, Illinois, that she had become engaged to an Italian officer.  Although Kurowsky did eventually return to the United States, they never met again. Hemingway's son Jack called the loss of von Kurowsky ""the great tragedy"" of his father's early life. Their story is shown in the 1996 film In Love and War where she is portrayed by Sandra Bullock.
Hemingway used his experiences in Italy as the basis for ten short stories. Fictionalized characters based on Kurowsky appear in his short stories ""A Very Short Story"" (1924) and ""The Snows of Kilimanjaro"" (1936), as well as his novel A Farewell to Arms.",https://en.wikipedia.org/wiki/Agnes_von_Kurowsky
Patrick Stump,"Patrick Martin Stumph (born April 27, 1984), known professionally as Patrick Vaughn Stump, is an American musician, singer, and songwriter. He is the lead vocalist and rhythm guitarist of the rock band Fall Out Boy, originally from Wilmette, Illinois.His solo work has been described as ""funky and R&B infused"", while Billboard noted him as ""one of the best voices in pop punk"". Fall Out Boy has achieved four top ten singles on the US Billboard Hot 100 and four number one albums on the Billboard 200, firstly with Infinity on High  in 2007, and again in 2013 with Save Rock and Roll, 2015 with American Beauty/American Psycho, and 2018 with Mania.  Stump has collaborated with other artists (including Damnation A.D. and Timbaland) and has produced albums for artists including Cobra Starship and Gym Class Heroes.After Fall Out Boy's hiatus in late 2009, Stump released his debut solo album, Soul Punk, on October 18, 2011. It was preceded by the six-song EP titled Truant Wave on February 22, 2011. He toured in the US and Europe in support.
Fall Out Boy returned from hiatus in February 2013 with the album Save Rock and Roll, and the EP PAX AM Days. In January 2015, their sixth album American Beauty/American Psycho was released, while in January 2018 their seventh album Mania was released, both debuting at No.1 on the Billboard 200.",https://en.wikipedia.org/wiki/Patrick_Stump
Scuba set,"A scuba set, originally just scuba, is any breathing apparatus that is entirely carried by an underwater diver and provides the diver with breathing gas at the ambient pressure. Scuba is an anacronym for self-contained underwater breathing apparatus. Although strictly speaking the scuba set is only the diving equipment that is required for providing breathing gas to the diver, general usage includes the harness or rigging by which it is carried and those accessories which are integral parts of the harness and breathing apparatus assembly, such as a jacket or wing style buoyancy compensator and instruments mounted in a combined housing with the pressure gauge. In the looser sense, scuba set has been used to refer to all the diving equipment used by the scuba diver, though this would more commonly and accurately be termed scuba equipment or scuba gear. Scuba is overwhelmingly the most common underwater breathing system used by recreational divers and is also used in professional diving when it provides advantages, usually of mobility and range, over surface-supplied diving systems and is allowed by the relevant legislation and code of practice.
Two basic functional variations of scuba are in general use: open-circuit-demand, and rebreather. In open-circuit demand scuba, the diver expels exhaled breathing gas to the environment, and each breath is delivered at ambient pressure, on demand, by a diving regulator, which reduces the pressure from the storage cylinder. The breathing gas is supplied through a demand valve; when the diver inhales, they reduce the pressure in the demand valve housing, thus drawing in fresh gas.
In rebreather scuba, the system recycles the exhaled gas, removes carbon dioxide, and compensates for the used oxygen before the diver is supplied with gas from the breathing circuit. The amount of gas lost from the circuit during each breathing cycle depends on the design of the rebreather and depth change during the breathing cycle. Gas in the breathing circuit is at ambient pressure, and stored gas is provided through regulators or injectors, depending on the design.
Within these systems, various mounting configurations may be used to carry the scuba set, depending on application and preference. These include: back mount, which is generally used for recreational scuba and for bailout sets for surface supplied diving; side-mount, which is popular for tight cave penetrations; sling mount, used for stage-drop sets; decompression gas and bailout sets where the main gas supply is back-mounted; and various non-standard carry systems for special circumstances.
The most immediate risk associated with scuba diving is drowning due to a failure of the breathing gas supply. This may be managed by diligent monitoring of remaining gas, adequate planning and provision of an emergency gas supply carried by the diver in a bailout cylinder or supplied by the diver's buddy, and the skills required to manage the gas sources during the emergency.",https://en.wikipedia.org/wiki/Scuba_set
Animorphs: Shattered Reality,"Animorphs: Shattered Reality is a 2000 game for the Sony PlayStation. It is based upon the Scholastic book series Animorphs by K. A. Applegate. It was the last game made by SingleTrac shortly before the studio closed down.

",https://en.wikipedia.org/wiki/Animorphs:_Shattered_Reality
Will Smith,"Willard Carroll  Smith II (born September 25, 1968) is an American actor, rapper and film producer. He has received multiple accolades, including an Academy Award, a Golden Globe Award, a Screen Actors Guild Award, a BAFTA Award, and four Grammy Awards. As of 2024, his films have grossed over $9.3 billion globally, making him one of Hollywood's most bankable stars.Smith began his acting career starring as a fictionalized version of himself on the NBC sitcom The Fresh Prince of Bel-Air (1990–1996), for which he was nominated for the Golden Globe Award for Best Actor – Television Series Musical or Comedy in 1993 and 1994. He first gained recognition as part of a hip hop duo with DJ Jazzy Jeff, with whom he released five studio albums and the US Billboard Hot 100 top 20 singles ""Parents Just Don't Understand"", ""A Nightmare on My Street"", ""Summertime"", ""Ring My Bell"", and ""Boom! Shake the Room"" from 1984 to 1994. He released the solo albums Big Willie Style (1997), Willennium (1999), Born to Reign (2002), and Lost and Found (2005), which contained the US number-one singles ""Gettin' Jiggy wit It"" and ""Wild Wild West"". He has received four Grammy Awards for his rap performances.Smith achieved wider fame as a leading man for the action film Bad Boys (1995) and the science fiction comedy Men in Black (1997); he later reprised his role in several sequels. After starring in the thrillers Independence Day (1996) and Enemy of the State (1998), he received Academy Award for Best Actor nominations for his portrayal as Muhammad Ali in Ali (2001), and as Chris Gardner in The Pursuit of Happyness (2006). His other commercially successful films include I, Robot (2004), Shark Tale (2004), Hitch (2005), I Am Legend (2007), Hancock (2008), Seven Pounds (2008), Suicide Squad (2016) and Aladdin (2019).For his portrayal of Richard Williams in the biographical sports drama King Richard (2021), Smith won the Academy Award for Best Actor. At the 2022 ceremony, shortly before winning, Smith faced backlash for slapping presenter Chris Rock after Rock made an unscripted joke referencing Smith's wife, Jada Pinkett Smith. Smith subsequently resigned from the Academy and was banned from attending all their events for ten years.",https://en.wikipedia.org/wiki/Will_Smith
Franz Kraus,"Franz Kraus (also known as Franz Krausz; 13 May 1905, Sankt Pölten, Austria – 1998, Tel Aviv, Israel) was an Israeli graphic designer.",https://en.wikipedia.org/wiki/Franz_Kraus
Alex Ma,"Wan-Chun Alex Ma (Chinese: 馬萬鈞; pinyin: Mǎ Wànjūn; born 1978) is a Taiwanese software engineer.
Ma was born in 1978. Ma became interested in visual effects at a young age, influenced by the Star Wars film series and Wing Commander III: Heart of the Tiger, a video game released in 1994. He completed his bachelor's, master's, and doctoral degrees at National Taiwan University. With the help of the Graduate Student Study Abroad Program of Taiwan's National Science Council. Ma went to the University of Southern California in 2005, completing his studies under Paul Debevec at the Institute for Creative Technologies. Since obtaining his doctorate, Ma has worked for Activision and Google.In 2019, Debevec's research team, including Ma, were jointly awarded an Academy Award for Technical Achievement for the development of the
Polarized Spherical Gradient Illumination, a facial appearance capture and modeling technology used in several films.

",https://en.wikipedia.org/wiki/Alex_Ma
List of Ig Nobel Prize winners,"This is a list of Ig Nobel Prize winners from 1991 to the present day.A parody of the Nobel Prizes, the Ig Nobel Prizes are awarded each year in mid-September, around the time the recipients of the genuine Nobel Prizes are announced, for ten achievements that ""first make people laugh, and then make them think"". Commenting on the 2006 awards, Marc Abrahams, editor of Annals of Improbable Research and co-sponsor of the awards, said that ""[t]he prizes are intended to celebrate the unusual, honor the imaginative, and spur people's interest in science, medicine, and technology"". All prizes are awarded for real achievements, except for three in 1991 and one in 1994, due to an erroneous press release.",https://en.wikipedia.org/wiki/List_of_Ig_Nobel_Prize_winners
Tim Hawkins,"Timothy Aaron Hawkins (born March 30, 1968) is an American Christian comedian, songwriter, and singer, best known for song parodies.

",https://en.wikipedia.org/wiki/Tim_Hawkins
Malachi Flynn,"Malachi Flynn (born May 9, 1998) ( ) is an American professional basketball player for the Detroit Pistons of the National Basketball Association (NBA). He played college basketball for the Washington State Cougars and the San Diego State Aztecs. He was selected by the Toronto Raptors in the first round of the 2020 NBA draft.",https://en.wikipedia.org/wiki/Malachi_Flynn
List of municipalities in Michigan,"Michigan is a state located in the Midwest region of the United States. According to the 2020 United States Census, Michigan is the 10th most populous state with 10,077,331 inhabitants and the 22nd largest by land area spanning 56,538.90 square miles (146,435.1 km2) of land. Michigan is divided into 83 counties and contains 1,773 municipalities consisting of 276 cities, 257 villages, and 1,240 townships.The largest municipality by population in Michigan is Detroit with 639,111 residents; the smallest municipality by population is Pointe Aux Barques Township with 15 residents. The largest municipality by land area is McMillan Township which spans 588.78 sq mi (1,524.9 km2), while Ahmeek is the smallest at 0.07 sq mi (0.18 km2).Municipalities may be incorporated as cities, villages, or charter townships, which are unique to Michigan compared to other U.S. states. General law townships are unincorporated but provide some municipal services. Cities are not subject to a township's jurisdiction, but villages remain part of the township in which they are located; village residents pay both township and village taxes, and share services with the township. Since all Michigan residents who do not live in a city live in a township, a village's population is counted in the population of the township in which it is located.",https://en.wikipedia.org/wiki/List_of_municipalities_in_Michigan
Curtis Clark,"Curtis Clark (born 23 April 1950) is a jazz pianist from Chicago, United States.
Clark was born in Chicago, Illinois in 1950, but moved to Los Angeles where he spent his student years and started composing and playing the piano. After Clark graduated in music theory and composition from the California Institute of Arts in Valencia, he set out for New York City. There he began working and recording with David Murray.
Influenced by Miles Davis, Duke Ellington, Horace Tapscott, Thelonious Monk and John Coltrane, Clark was based in Amsterdam for many years until his return to the U.S. He is now situated in New England.
While working with various groups, Clark has played with musicians including Oscar Brown, Jr., Julian Priester, Art Taylor, Billy Bang, Richard Davis, Abbey Lincoln, Charles Tyler, John Tchicai and Han Bennink.
He was a National Patron of Delta Omicron, an international professional music fraternity.

",https://en.wikipedia.org/wiki/Curtis_Clark
Academy Scientific and Technical Award,"The Scientific and Technical Awards are three different Honorary Awards that are given by the Academy of Motion Picture Arts and Sciences (AMPAS) during the annual Academy Awards season. The Awards have been presented since the 4th Academy Awards in November 1931, to recognize original developments resulting in significant improvements in motion picture production and exhibition. The Awards are presented at a formal dinner ceremony a couple weeks before the principal Academy Awards ceremony.These awards recognize significant milestones in the development of technology for motion pictures and are conferred by vote of the Academy Board of Governors.  Potential nominations for awards are investigated by a special committee within the Academy, ""The Scientific and Technical Awards Committee"", which presents a written report and recommendation to the Board of Governors.Additionally, the John A. Bonner Medal of Commendation, given for ""outstanding service and dedication in upholding the high standards of the Academy"", and the Gordon E. Sawyer Award, both also considered Honorary Awards, are usually also chosen by the Scientific and Technical Awards Committee and conferred at this annual presentation dinner ceremony.",https://en.wikipedia.org/wiki/Academy_Scientific_and_Technical_Award
Academy Scientific and Technical Award,"The Scientific and Technical Awards are three different Honorary Awards that are given by the Academy of Motion Picture Arts and Sciences (AMPAS) during the annual Academy Awards season. The Awards have been presented since the 4th Academy Awards in November 1931, to recognize original developments resulting in significant improvements in motion picture production and exhibition. The Awards are presented at a formal dinner ceremony a couple weeks before the principal Academy Awards ceremony.These awards recognize significant milestones in the development of technology for motion pictures and are conferred by vote of the Academy Board of Governors.  Potential nominations for awards are investigated by a special committee within the Academy, ""The Scientific and Technical Awards Committee"", which presents a written report and recommendation to the Board of Governors.Additionally, the John A. Bonner Medal of Commendation, given for ""outstanding service and dedication in upholding the high standards of the Academy"", and the Gordon E. Sawyer Award, both also considered Honorary Awards, are usually also chosen by the Scientific and Technical Awards Committee and conferred at this annual presentation dinner ceremony.",https://en.wikipedia.org/wiki/Academy_Scientific_and_Technical_Award
V. Floyd Campbell,"V. Floyd Campbell (1873 – April 22, 1906) was an American illustrator and caricaturist.
Campbell was born in Port Austin, Michigan, the son of a blacksmith, and graduated high school in 1890. He entered the service of Charles Bertrand Lewis the same year, illustrating The Lime Kiln Club and other books, and credited Lewis with much of the success he later attained. He began his newspaper work with the Detroit Free Press, meanwhile studying at the Museum of Art with Joseph Giles; several years later studying at the Detroit Art Academy under the same master. Between 1891 and 1894 he was employed with various engraving firms in Grand Rapids, Lansing, and St. Paul, at the same time contributing to the newspapers of each place.After a short course of study in Chicago, he returned to the Free Press, remaining there until the fall of 1897. He was first employed in New York by the New York World and later by the New York Herald, for which paper he acted as a special artist during the Spanish–American War. He moved to Philadelphia in 1899, where he contributed to The North American, The Philadelphia Inquirer, The Philadelphia Press, Philadelphia Bulletin, and Philadelphia Evening Telegraph. His caricatures of politicians were popular during the 1904 Republican National Convention, and he illustrated The Roosevelt Bears by Seymour Eaton, a comic strip with the distinction of being the only strip ever run by The New York Times. His portraits and more serious work appeared in  The Booklovers Magazine and book illustrations.He died in Morton, Pennsylvania, of tuberculosis.

",https://en.wikipedia.org/wiki/V._Floyd_Campbell
Inferno (1997 film),"Inferno (also released as Operation Cobra) is a 1997 feature film directed by Fred Olen Ray starring Don Wilson, Deepti Bhatnagar and R. Madhavan. Evan Lurie, Michael Cavanaugh and Tané McClure appear in other pivotal roles. This is the debut film of R. Madhavan.",https://en.wikipedia.org/wiki/Inferno_(1997_film)
S. S. Wilson,"Steven Seth Wilson is an American science fiction screenwriter, and is probably best known for writing (and occasionally directing), with writing partner Brent Maddock, the Tremors film and television series. Wilson is a founding partner of Stampede Entertainment.",https://en.wikipedia.org/wiki/S._S._Wilson
Langston Hughes,"James Mercer Langston Hughes (February 1, 1901 – May 22, 1967) was an American poet, social activist, novelist, playwright, and columnist from Joplin, Missouri. One of the earliest innovators of the literary art form called jazz poetry, Hughes is best known as a leader of the Harlem Renaissance. He famously wrote about the period that ""the Negro was in vogue"", which was later paraphrased as ""when Harlem was in vogue.""Growing up in a series of Midwestern towns, Hughes became a prolific writer at an early age. He moved to New York City as a young man, where he made his career. He graduated from high school in Cleveland, Ohio, and soon began studies at Columbia University in New York City. Although he dropped out, he gained notice from New York publishers, first in The Crisis magazine and then from book publishers, and became known in the creative community in Harlem. He eventually graduated from Lincoln University. In addition to poetry, Hughes wrote plays and short stories. He also published several nonfiction works. From 1942 to 1962, as the civil rights movement gained traction, he wrote an in-depth weekly column in a leading black newspaper, The Chicago Defender.",https://en.wikipedia.org/wiki/Langston_Hughes
Jim Meyer,"James David Meyer (born June 9, 1963) is a former offensive tackle in the National Football League (NFL). Meyer played for the Green Bay Packers during the 1987 NFL season. He had previously been drafted in the seventh round of the 1986 NFL Draft by the Cleveland Browns.",https://en.wikipedia.org/wiki/Jim_Meyer
